text,video_path,audio_path,num_frames,video_width,video_height
"The video starts with an elderly man wearing a white suit and glasses standing to the left, looking down and to the right. A woman with short dark hair, wearing an off-the-shoulder black dress, stands to his right, looking towards him and smiling. The camera is positioned slightly behind and to the left of the man, capturing a medium shot. The background shows a hallway with white and brown walls and architectural details. As the video progresses, the man turns to his right and walks towards an elevator. The woman follows him, stepping into the elevator. She turns to face the man briefly before the elevator doors begin to close, and she looks forward as the doors fully shut, with the man's back still visible as he walks away from the elevator.<AUDCAP>A distinct mechanical clunk sound, followed by a faint, then slightly louder high-pitched hum. This leads into a clear whoosh sound of elevator doors closing, concluding with a final metallic clunk or click as the doors fully shut.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_014_sdr_8.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_014_sdr_8.wav,153,1610,804
"The video starts with a close-up, high-angle shot, looking down at a large, flat, grated surface, which appears to be a floor or platform. A person's leg and foot, wearing a light-colored shoe, are visible through the grates as they move upwards, seemingly through the opening. The camera then smoothly tilts upwards, transitioning to an overhead shot, revealing a large, octagonal room with a bright, illuminated floor divided into numerous geometric segments. In the upper left corner of the frame, a large, intricate piece of machinery, possibly part of a robotic arm or a control panel, is positioned. The room's architecture is minimalist and clean, dominated by the white, segmented floor and ceiling, with red accents visible on the right side of the frame.<AUDCAP>A high-pitched, sustained electronic hum or whine is present, increasing slightly in intensity before remaining constant.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_061_sdr_7.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_061_sdr_7.wav,125,1608,804
"The video opens with a medium shot of a man wearing glasses and a suit, sitting at a table in what appears to be a diner or cafeteria. He is looking down at a newspaper, partially visible, which reads 'Washington Post.' To his right, a woman in a red blazer with her hair pulled back is also seated at the table, holding a white cup with a blue logo that reads 'Polar.' She is writing on a piece of paper. As the video progresses, the woman stands up and walks out of the frame to the right. The man turns his head to look at her as she leaves, then turns his gaze back to the newspaper. He then picks up his own white cup with the 'Polar' logo.<AUDCAP>Dramatic, orchestral background music with a sense of anticipation and a marching rhythm plays throughout the scene.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_060_sdr_2.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_060_sdr_2.wav,163,1608,804
"The video shows a man lying down looking up with his head and upper chest being shown from a low angle. He is wearing a dirtied white long sleeve top that is ripped on the shoulders. He is wearing a silver metallic-looking chest piece that goes over the top of his clothing, which seems to be holding him down to the bed. His eyes are closed, but he suddenly opens them and stares up. He then breathes heavily. He is hooked up to wires in his left hand, and his hand is secured to something. The camera slowly zooms out as he looks up, still breathing heavily, and a man in a black conductor hat, a white shirt, and a black suit jacket appears in the background looking at him with wide-open eyes. They are both in a metal room with two large windows behind the man lying down. There is a red object behind the windows. <AUDCAP>A low, consistent mechanical rumbling sound is present throughout, accompanied by a faint high-pitched hum. A sharp, audible gasp is heard as the man opens his eyes, followed by heavy, labored breathing. No dialogue or music is present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_103_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_103_sdr_1.wav,214,1608,804
"The video opens with a low-angle medium shot focusing on Tom Cruise, who is portraying John Anderton from the movie 'Minority Report.' He is lying down, wearing a gray, slightly soiled suit, with his arms outstretched and seemingly restrained, though the restraints are not fully visible. His head is tilted back, and his eyes are closed. Behind him, on either side, are two clear rectangular windows revealing red objects, possibly fire extinguishers, in a dimly lit, dark background. As the camera slightly zooms out and pans to the right, a man in a train conductor's uniform, wearing a black cap, a white shirt with red stripes, and a red tie, appears in the right window. He looks directly at John Anderton with a wide-eyed, shocked expression. The scene suggests a futuristic or industrial setting, given the clear windows and the overall metallic gray tones of the immediate surroundings.<AUDCAP>A sustained, high-pitched electronic hum or whine is present, increasing slightly in volume before abruptly cutting off with a distinct metallic clunk or thud sound effect.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_103_sdr_2.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_103_sdr_2.wav,215,1608,804
"The video opens with a medium shot of a man with long blonde hair, wearing a dark coat, looking over his right shoulder towards the camera. He is standing on a wet street with white crosswalk lines. In the background, other pedestrians are walking on the sidewalk and crossing the street. A white car drives by from left to right. He asks, <S>Could I trouble you for a match?<E> The camera then cuts to a closer shot of the man as he looks down, his hands coming into view. He pulls a cigarette from a small yellow box and then lights a match from the box. The match ignites with a small flame. The background shows buildings and more pedestrians.<AUDCAP>A clear, calm male voice asks a question. Background sounds include multiple passing cars, a subtle rustling or pulling sound, and the distinct sound of a match being struck, followed by a soft flame ignition.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_041_sdr_8.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_041_sdr_8.wav,215,1608,804
"The video starts with a wide shot of a bustling street corner in an old European city. Various people are walking in different directions on the sidewalk and crossing the street. Some pedestrians are wearing winter coats, indicating a cooler climate. One person in the foreground, dressed in a brown robe, walks from the left side of the frame towards the right. A woman with blonde hair, wearing a brown coat, is seen running and crossing the street from left to right. Another woman with long, light-colored hair is sitting on a stone bench in the lower right corner, facing away from the camera. A red car drives past from left to right in the background. The buildings on the street are made of stone, with ornate architectural details. On the right side of the frame, there's a building with a blue sign that reads 'Cedok' and a red circular sign with a white line through it, indicating a 'no entry' or 'do not enter' sign. The camera remains static throughout the video, capturing the constant movement of people and vehicles.<AUDCAP>The ambient sounds of a city street are present, including the distinct noise of vehicles passing, general traffic sounds, and the murmurs of people in the background.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_041_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_041_sdr_6.wav,214,1608,804
"The video starts with a wide shot of a city with historical buildings, a river, and a large cathedral in the background. Two street lamps are visible in the foreground. The camera then slowly zooms out and pans left, revealing a street and a building on the right side of the frame. Several people are walking on a bridge over the river. Two individuals, a woman in a red coat and a man in a beige coat, walk into the frame from the right side. Another man, wearing a grey suit, walks into the frame from the right, following them. As the man in the grey suit approaches the street, the text 'PRAGUE' appears in the center of the screen.<AUDCAP>Ambient city sounds are audible, including distant traffic, indistinct chatter from people, and the faint ringing of a bell or chime in the background. No speech is present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_006_sdr_3.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_006_sdr_3.wav,214,1608,804
"The video presents an overhead shot of a futuristic, cylindrical corridor with white walls and a dark, hexagonal floor pattern. Bright pink vertical lights illuminate the walls. In the foreground, a person in dark clothing, possibly wearing a red head covering, is suspended horizontally, seemingly in zero gravity, with their back to the camera. Their legs extend towards the right side of the frame, and their arms are near their body. In the background, another person in dark clothing is positioned vertically at a workstation, which includes a computer monitor, keyboard, and other equipment. They are holding a dark circular object. The first person slowly rotates their body as if turning over in mid-air. The second person remains stationary at the workstation.<AUDCAP>Sounds of fabric rustling, a dull thud, a persistent low hum, and a single electronic beep.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_064_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_064_sdr_6.wav,174,1608,804
"The video opens with a close-up shot of a textured wall, with a distinct dark vertical stripe on the right side of the frame. As the camera slowly pans to the right, a woman's face, partially visible, comes into view. She has dark hair styled back, and her eyes are directed towards the left side of the frame. Her attire includes a brown scarf or necktie. She blinks, and her gaze shifts slightly. The camera continues to pan, revealing a man standing next to the woman. He has short, dark hair and is wearing a dark leather jacket. His profile is visible as he looks towards the right side of the frame, past the woman. The man says, <S>Simple game.<E> <S>Four players.<E> The camera then zooms in slightly on the man's face, focusing on his profile. His eyes are also directed towards the right side of the frame. He begins to say, <S>X<E> The video ends with a close-up of the man's profile. <AUDCAP>A deep, calm male voice speaks clearly and steadily. There is a continuous, low-level ambient hum present throughout the recording.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_051_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_051_sdr_1.wav,214,1606,802
"The video opens with a close-up shot of a man from the chest up, positioned slightly to the left of the frame. He is wearing a light brown trench coat over a white collared shirt and a patterned tie, and his gaze is directed downwards. His dark hair is neatly styled. In the background, other passengers can be seen inside what appears to be a train car, with seats and overhead compartments visible. Another man, older with white hair and also wearing a trench coat, is partially visible behind the first man, walking away from the camera. As the camera slowly zooms in, the first man raises his head and shifts his gaze towards the right side of the frame, revealing his blue eyes. The lighting is soft and even, highlighting the man's features. The overall visual style is realistic.<AUDCAP>A distinct, high-pitched *ding-dong* chime, similar to a train or bus announcement signal, repeats twice. A faint, continuous hum is present, indicative of ambient train noise.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_092_sdr_10.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_092_sdr_10.wav,137,1606,802
"The video shows two men in an elevator. One man stands facing the camera, wearing a white shirt, a patterned tie, and a light-colored trench coat. His hands are at his sides. The second man, with gray hair, is seen from behind, also wearing a light-colored trench coat. He retrieves a black wallet from his coat pocket and places it inside. He then glances over his shoulder at the man facing the camera. The shot is a medium shot, capturing the upper bodies of both men within the confines of the elevator.<AUDCAP>A sustained, high-pitched electronic beeping sound is present throughout the clip, accompanied by faint, dramatic orchestral background music.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_093_sdr_5.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_093_sdr_5.wav,150,1606,802
"The video opens with a wide shot inside a large, ornate building, possibly a train station, with high arched windows and brick walls. In the foreground, there are white structures housing payphones, with signs that read 'No smoking.' An escalator is visible on the right, moving upwards. Two people are seen on the upper level, near the top of the escalator. A man in a blue uniform walks from the right side towards the left, pushing a cart. As the video progresses, a man in a black jacket and dark pants walks from the right side of the frame towards the left, approaching the foreground. The camera slowly zooms in, keeping the walking man in focus as he continues to move across the lower part of the frame.<AUDCAP>Ambient background sounds of a large public indoor space, including a low hum and faint indistinguishable chatter, combined with subtle, atmospheric orchestral music with strings and brass.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_078_sdr_9.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_078_sdr_9.wav,215,1608,804
"The video starts with a wide shot of a man walking into a train station. The man is wearing a black jacket and black pants. He walks past two escalators and several payphones, all labeled 'BT' and either 'Phonecard' or 'Telephone.' The payphone area also has a 'No Smoking' sign above it. The man walks towards the right side of the frame and then turns right to face the payphones. He is seen using one of the payphones, seemingly dialing a number. Another man in a black coat walks past the payphones from left to right in the background. The man who was on the phone then walks away from the payphone and out of the frame.<AUDCAP>Slow, dramatic instrumental music plays throughout the scene, featuring strings and a steady, almost suspenseful rhythm. No speech or sound effects are present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_078_sdr_10.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_078_sdr_10.wav,215,1608,804
"The video starts with a medium shot of a man wearing a dark green fedora, a light brown trench coat, and a dark tie over a white collared shirt. He holds a black pistol in his right hand, pointed downwards. His gaze is directed slightly to the left, as if looking at someone off-screen. The background features a large wall with an arched doorway to the right, and a decorative wall sconce with a glowing light to the left. As the camera pans right and zooms in, a second man with gray hair, wearing a white lab coat over a striped tie and collared shirt, enters the frame from the left. He looks intently towards the right side of the screen. The first man removes his fedora with his right hand as the camera continues to zoom in, focusing on both men's faces. They both maintain serious expressions, looking towards the right side of the frame. <S>Hands gone black, Barnes.<E> <S>He's under until...<E> <AUDCAP>Two male voices, one deeper, one slightly higher, both serious. A low, continuous hum is present, suggesting background machinery or electrical noise. A faint, distant creaking sound can also be heard.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_047_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_047_sdr_6.wav,214,1606,802
"The video opens with a medium shot of two men engaged in conversation, positioned in a well-lit indoor setting. The man on the left, with white hair, wears a white coat over a light blue and white striped shirt, complemented by a striped tie in red, white, and blue. His gaze is directed towards the man on the right, who has dark hair and wears a beige coat over a white shirt with a dark tie. Initially, the man on the right looks forward, then shifts his gaze to the left to meet the eyes of the man speaking to him. The man on the left states, <S>He's under until he decides to surface.<E> He continues, <S>Look, we can use somebody at the embassy and bofal local authorities. We can cut off his transportation.<E> He then asks, <S>What can we do, Barnes?<E> The camera maintains a consistent eye-level perspective throughout the interaction. In the background, there are architectural details including arched structures and a statue or figure on a pedestal, suggesting a grand interior space. The interaction remains static with both individuals maintaining their positions while conversing.<AUDCAP>Two male voices speak with clear, serious, and conversational tones. There are no distinct background sound effects or music, only a subtle ambient sound typical of an indoor environment.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_047_sdr_7.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_047_sdr_7.wav,214,1606,802
"The video starts with an overhead shot of a man in a black suit kneeling at a sink in a public restroom, washing his face. After rinsing, he stands up and moves towards a paper towel dispenser on the left side of the frame. He pulls out a paper towel, then turns to face the left wall, using the towel to dry his face and pat his hair. The room has light brown tiled floors and white walls, with multiple white sinks and a silver trash can visible on the right side. In the background, there are white urinals along the far wall. The overall visual style is realistic.<AUDCAP>Sound of running water, followed by the sound of paper being pulled from a dispenser.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_067_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_067_sdr_1.wav,199,1608,804
"The video starts with a man in a white shirt and dark pants kneeling on the floor of a bathroom, seemingly retrieving something from a bag. He then falls forward onto the floor, scattering the contents of the bag. He quickly gets back up, turning towards a white sink on the right side of the frame. He leans over the sink, appearing to splash water on his face or examine his reflection. The bathroom features a bidet and a toilet on the left, and a ornate, multi-faceted light fixture hangs from the ceiling in the upper left corner. The floor is tiled with a light-colored, patterned design. After using the sink, the man stands upright and walks out of the frame to the right. The video is captured from a high-angle, overhead perspective. <AUDCAP>Sounds of clothing rustling, a sharp thud as a body falls to the floor, followed by more rustling and movement, then the distinct sound of water splashing from a sink.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_033_sdr_7.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_033_sdr_7.wav,215,1608,804
"The video starts with a high-angle shot of a man wearing a white shirt and black pants, standing in a bathroom. He is crouched down and searching through a black bag and a red bag on the floor, saying <S>money, money<E>. He then lifts the red bag and appears to be trying to fit something inside it, muttering <S>easy money<E>. Next, he attempts to sit on the red bag, but it collapses, causing him to fall backward onto the floor, saying <S>easy money<E> again. After this, he quickly gets up and moves towards a white sink on the right side of the frame. He leans over the sink and washes his face, splashing water on it. The bathroom has light-colored tiled floors and walls. On the left side of the frame, there is a toilet with a wooden seat and a white bidet. In the center, a metal towel rack with towels is visible. A light fixture with a geometric design hangs from the ceiling in the upper left corner. On the right, next to the sink, there is a mirror and various toiletries on a counter.<AUDCAP>A male voice speaks with a slightly strained or effortful tone, uttering phrases. Sound effects include rustling, the clatter of objects being thrown or falling, the thud of a person falling, and splashing water.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_033_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_033_sdr_6.wav,215,1608,804
"The video starts with a medium shot of a man wearing glasses, a white shirt, and a dark suit with a striped tie, looking straight ahead with a slightly concerned expression. The background consists of white panels with small red and black indicators. As the video progresses, the camera slightly zooms in, and the man's gaze shifts downwards. He then looks up again, and as his eyes dart to the right, he suddenly raises his right hand into the frame, revealing a black, pointed knife with a serrated edge. He holds the knife with the blade pointing upwards and slightly forward, his expression remaining one of slight concern or apprehension.<AUDCAP>No speech. The audio features a tense, dramatic orchestral score with a slow, building string section and a deep, sustained synth note. A distinct metallic click sound is heard when the knife appears. The overall mood is suspenseful and unsettling.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_071_sdr_0.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_071_sdr_0.wav,215,1606,802
"The video opens with a medium shot of a man on the right, talking on a black payphone in what appears to be a telephone booth. He is wearing a black leather jacket over a light-colored top. His right hand holds the phone to his ear, while his left hand is positioned over the keypad, seemingly dialing. The man's face is visible, looking forward. A voice says, <S>plead down the charges against you as well.<E> To his left, behind a glass panel, another man, dressed in a light-colored trench coat and a hat, is visible from behind, also appearing to be using a phone. The word 'Telephone' is visible on a sign above the glass panel separating the two men. The man then says, <S>Can I ask you something?<E><AUDCAP>A calm, advising male voice speaks, heard as if through a phone. This is followed by the distinct sound of phone keypad buttons being pressed. A second male voice, sounding tense, then speaks. Subtle ambient background noise is present throughout.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_079_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_079_sdr_6.wav,159,1606,802
"The video opens with a medium close-up shot of three individuals conversing in a dimly lit hallway. On the left, an elderly man with gray hair and glasses, wearing a white suit and bow tie, is seen talking, gesturing with his right hand. In the center, a young Black man in a dark suit and tie stands attentively, looking towards the right. On the right, a woman with dark hair, wearing an off-the-shoulder black dress, is shown smiling and looking down, then putting on her glasses. The woman says, <S>video surveillance and place.<E> <S>excuse me, I'm sorry.<E> <S>No, it's in here somewhere.<E> The elderly man then asks, <S>Sergeant, why are you not in your uniform this evening?<E> The background reveals an arched doorway with a glowing light inside, indicating an indoor setting. The shot remains static, focusing on the three individuals as they interact. <AUDCAP>A female voice speaks quickly, then apologetically, and finally calmly. A male voice speaks with a clear, stern, and questioning tone. There is ambient background chatter and muffled sounds, indicating a public or semi-public indoor setting with other people nearby.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_013_sdr_8.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_013_sdr_8.wav,215,1608,804
"The video starts with a close-up shot of a man wearing a light-colored button-up shirt and red suspenders with white fleur-de-lis patterns. His hair is neatly combed, and he has a serious expression on his face. He is looking slightly to his right, and there is a large, lit-up screen with what appears to be architectural blueprints or diagrams in the background. The man is speaking, but his lips are only slightly moving. The shot remains static throughout the video, focusing on the man's upper body and face, capturing his subtle expressions. He says, <S>Third world terrorists, arms dealers, drug lords, any and everybody who'd love to get rid of long-term coverts like us.<E> He continues, <S>If they're exposed,<E><AUDCAP>A clear, articulate male voice speaks in a serious and deliberate tone. There are no prominent background sounds apart from the speaker's voice, indicating a quiet environment.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_008_sdr_8.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_008_sdr_8.wav,214,1606,802
"The video starts with a man in a black suit and white shirt, soaked by rushing water, which covers the entire frame. The camera is positioned at eye-level and slightly angled upward, showing the man from the chest up. The man stumbles and struggles to regain his balance, his arms flailing, as he attempts to run through the strong current. He eventually regains his footing and runs forward, his body partially obscured by the water. The background reveals windows with lights, indicating an indoor setting with artificial illumination. As the man runs towards the camera, the water continues to cascade around him, creating a chaotic and dynamic scene. The video ends with a close-up of the man's face as he runs through the water, with the background becoming darker.<AUDCAP>The predominant sound is intense, rushing water, accompanied by the distinct sound of glass breaking or splintering. An urgent, dramatic orchestral score featuring strings and brass builds tension throughout the scene, with a brief whooshing sound.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_032_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_032_sdr_1.wav,183,1608,804
"The video starts with a close-up shot of a white wall, where a small rectangular control panel with red and green lights and a black display screen is visible. The camera then pans upwards, revealing <S>to an overhead duct, 30 feet above the floor.<E> The camera continues to tilt up, showing a bright white ceiling with light panels that emit a purple glow. As the camera tilts further, it reveals a square vent in the center of the ceiling. Inside the vent, red laser beams are visible, forming a grid pattern. <S>That vent is guarded by a laser net.<E> The shot slowly zooms in on the vent, making the laser grid more prominent.<AUDCAP>A clear, calm, male voice speaking in an informative tone. A faint, low-frequency hum is present in the background.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_055_sdr_0.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_055_sdr_0.wav,188,1606,802
"The video opens with a high-angle shot focusing on the large, circular Central Intelligence Agency logo on the floor. A woman's feet, wearing heels, walk across the logo. The camera then shifts to a medium shot, following several individuals from behind as they walk towards a set of revolving glass doors. Two women and a man in suits are among those walking. The camera then cuts to a slightly different angle, continuing to follow the group as they approach the revolving doors. Finally, the camera moves to an eye-level shot, looking through the revolving doors, revealing a bustling street scene outside. A large red fire truck is partially visible, and several people, including a firefighter in yellow gear, are seen rushing past the entrance.<AUDCAP>Upbeat, fast-paced orchestral music with brass, drums, and possibly strings creates an energetic, almost urgent mood. Sound effects include the distinct clicking of heels on a hard floor, the mechanical whirring of a revolving door, and the high-pitched wail of a distant siren.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_056_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_056_sdr_1.wav,214,1608,804
"The video starts with a medium shot of a group of four people, two men in suits and two women in dresses, standing in a brightly lit hallway with white walls and a light-colored, reflective floor. An American flag and a dark flag with a logo are visible in the background, flanking a large, circular, golden emblem on the wall. To the right, a sign on the wall reads 'OPERATIONS SECTOR II'. Suddenly, a man in a police uniform runs towards the camera from the far end of the hallway, followed closely by two men in yellow firefighter suits and helmets. As they approach, the camera pans to the right, showing the police officer and the two firefighters running past the first group of people. The camera then tracks the firefighters as they run down the hallway. The first firefighter in a yellow suit with red stripes on the arms and legs passes a white door with a small number 524 on it. The camera then zooms in on the door, revealing a sign that reads 'OPERATIONS SECTOR II' with smaller text below that is partially obscured but appears to say 'NO CONTRACT EMPLOYEES' and 'KEEP RESTRICTED'. The video ends with a shot of the hallway as the two firefighters continue running into the distance, passing another man in a suit who is standing against the wall. <AUDCAP>A loud, high-pitched, continuous fire alarm sound is present throughout the video.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_056_sdr_8.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_056_sdr_8.wav,174,1608,804
"The video opens with a man in a white raincoat, holding a gun, walking through a doorway into a bathroom. The camera follows him as he turns around, revealing another man in a trench coat and fedora entering from a doorway to the right. Both men are holding guns. The man in the white raincoat lowers his gun slightly as the other man approaches him. The camera is positioned at eye-level, capturing the scene from a medium shot, with the two men positioned in the foreground and midground, respectively. The background consists of a room with decorative walls and a small, round table with bottles and glasses.<AUDCAP>A light metallic 'clink' sound is heard as the first man moves. A heavier 'thud' sound follows as the second man steps into the room. Then a 'swish' and a metallic 'click' as the second man draws his weapon. Another light metallic 'clink' is heard.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_047_sdr_5.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_047_sdr_5.wav,215,1606,802
"The video starts with a close-up, low-angle shot of a person holding an unfolded piece of white paper with black text that reads 'TGV', 'London Terminus', and 'Noon'. The paper is slightly angled to the left, revealing a blue ticket underneath. The person's thumb and index finger are visible on the left side, holding the paper steady. The background is an out-of-focus light brown or tan surface. The camera then slightly shifts downward and zooms in, revealing several blue train tickets. The tickets display text such as 'LONDON 1 ET 2 -> PARIS', 'BLIME/XX', '01ADULTE', 'Classe 1 VOIT 12: PLACE NO 46', '01ASSIS NON FUM', 'CLUB 4', and '01FENETRE'. A price of '***97.50' is also visible on one of the tickets. The person's fingers are still visible, holding the stack of tickets.<AUDCAP>A continuous, low-frequency buzzing or humming sound is present throughout the audio, consistent with machinery or an electrical device.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_088_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_088_sdr_6.wav,129,1608,804
"The video starts with a close-up shot of a man and a woman in a bedroom. The woman, with dark hair, is lying in bed, covered in what appears to be blood on her chest and neck. She is wearing a black top. Her eyes are closed as a man in a white shirt, with his back to the camera, gently cradles her face with his right hand. The man’s face is not visible. The camera slowly zooms in on the woman's face, revealing more blood near her mouth. Her lips are slightly parted, and her eyes remain closed. Her bare chest is exposed, and more blood is visible on her skin and the white bedding. The shot maintains a close-up on the woman's face and upper body as the man continues to hold her face.<AUDCAP>Soft, weak female gasps and breaths, almost imperceptible groans, indicating pain or distress, accompanied by subtle ambient background sounds.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_002_sdr_7.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_002_sdr_7.wav,164,1612,806
"The video starts with a close-up shot of a person in a yellow hazmat suit, wearing a helmet, running through a hallway. Another person in a gray shirt is running beside them, partially visible. As the camera pans, it reveals a woman standing still in a hallway, dressed in a red skirt suit, with her hair in a bun and wearing glasses. She is holding a white notebook and what appears to be keys. A sign on the wall behind her reads 'STORE ROOM' and another sign next to it says 'OPERATIONS SECTOR II'. The camera then shows a wider view of the hallway where several people in business attire are gathered, looking towards the woman in red. The woman in red looks at her watch and then at the people.<AUDCAP>A rapid whooshing sound indicating fast movement, followed by a distinct click as the woman checks her watch, and then a subtle electronic hum and faint, indistinct background chatter and movement sounds in a hallway.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/771c44f8a5a53139ec8c_057_sdr_4.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/771c44f8a5a53139ec8c_057_sdr_4.wav,157,1608,804
