text,path,num_frames
"The video starts with a close-up shot of a woman looking slightly to her right. She has brown skin, dark hair, and light brown eyes. She is looking down and to her right, with a thoughtful expression. Her lips are slightly parted as if she is about to speak or has just spoken. The background is softly blurred, showing an indistinct light-colored area on the right, possibly a window or a bright wall, and a darker, less defined area on the left. The shot remains static, focusing solely on the woman's face and upper chest.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_048_sdr_3.mp4,63
"The video opens with a medium shot through an opening, revealing a man seated on a chair, facing right, holding a white paper in his hands, which he appears to be reading. The shot transitions to a full shot, showing two men seated in a room. The man on the left is dressed in a dark suit with a black tie, sitting casually with his hands resting on his chin. The man on the right, previously seen in the opening shot, is still engrossed in reading the white paper. Between the two men, a glass table holds a glass decanter and a red bowl. In the background, a large window reveals a cityscape with a body of water and distant hills, suggesting a high-rise setting. The man on the right continues to read, at one point using a magnifying glass to examine the paper more closely. The visual style is realistic.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_042_sdr_10.mp4,119
"The video starts with a close-up shot of the white van with a white, cylindrical object mounted on its roof. The van is parked under a tree with green leaves visible in the background. The camera then slowly zooms in on the white cylindrical object. As it zooms in, the background changes to reveal a building with a reddish-brown roof and people walking around in the distance. The shot is a low-angle shot, looking up at the van and the object. The visual style is realistic.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_048_sdr_7.mp4,60
"The video starts with a high-angle shot showing a person in a black shirt and light-colored pants, actively rock climbing on a large, reddish-brown rock face. The climber, positioned centrally in the frame, moves slowly and deliberately upwards, using their hands and feet to find holds on the rough, uneven surface of the rock. As they ascend, the camera gradually zooms out slightly, revealing more of the steep rock face and the rocky, reddish-brown ground below. The sunlight casts distinct shadows on the rock, highlighting its texture and depth. Text appears on the screen: ""and VING RHAMES."" The video ends with the climber continuing their ascent, moving towards the upper left portion of the frame, their body angled against the vertical rock surface.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_006_sdr_8.mp4,173
"The video starts with a close-up shot of a man wearing a dark uniform with a gold-striped hat and a white shirt peeking from behind a light brown wall. The man has a serious expression as he looks directly forward, with a light gray ridged wall visible on the left. The camera then cuts to a slightly wider shot of the man, now revealing more of his face and the ridged wall. He then brings a pair of binoculars to his eyes, covering most of his face, and smiles, revealing his teeth. A small red light is visible on the right side of the binoculars.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_048_sdr_5.mp4,111
"The video opens with a close-up shot of a man's face from the chest up, positioned slightly to the right of the frame. He has medium-length brown hair and is wearing a dark top, possibly a jacket or shirt. His right hand is raised, holding a pair of black binoculars to his eyes, with his index finger resting near a small red light on the device. He is looking intently through the binoculars, with his mouth slightly open, as if speaking or concentrating. In the blurred background, there are spectators and what appears to be a stadium or grandstand structure. To the far left, a light-colored building is visible under a clear, light blue sky. The man appears to be Tom Cruise, suggesting this is a scene from the movie 'Mission: Impossible III'.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_049_sdr_2.mp4,56
"The video starts with a close-up shot of Tom Cruise's face, specifically from the nose up to his forehead, in what appears to be an outdoor setting. His head is slightly tilted to his left and he's looking towards the left side of the frame with a focused expression. He has short brown hair and what appears to be green eyes. His skin is tanned and his lips are slightly parted, revealing his top teeth. The lighting on his face suggests a bright, possibly sunny, environment. The background is out of focus but shows a blue sky and what appear to be people and structures in the distance, possibly a stadium or a large building. The shot is a medium close-up, focusing on his facial expression.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_049_sdr_7.mp4,56
"The video starts with a medium shot of two men in a restaurant. The man on the left is holding a piece of paper, smiling, and looking at the man on the right. The man on the right is looking at the man on the left and appears to be speaking. A glass of what appears to be an alcoholic beverage is on the table in front of the man on the left. In the background, a woman is visible through a glass partition. The shot then cuts to a close-up of the man on the left, who is still holding the paper. The camera then cuts to a close-up of the man on the right, who is standing up and adjusting his tie. The video ends with a high-angle shot of the two men, with the man on the right standing and the man on the left sitting.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_049_sdr_5.mp4,64
"The video starts with a close-up shot of a woman with dark hair, looking intently while holding black binoculars to her lips. She has brown eyes and is looking slightly upwards. Her fingers are wrapped around the binoculars, with her thumbs positioned near the top. The background is out of focus, showing blurred shapes and colors that suggest an indoor setting with some decorative elements. The shot transitions to an over-the-shoulder view from behind the woman, looking towards a man in a dark suit holding a glass. He is standing in what appears to be a busy room, with other people and architectural details like white pillars visible in the background. The man looks directly at the camera. The video concludes with the woman's face still in the foreground, out of focus, as the man in the background is sharply focused, making eye contact.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_049_sdr_8.mp4,76
"The video starts with a wide shot of a waterfront city scene under a clear blue sky. A large fountain is prominently spraying water high into the air on the left side of the frame. In the background, numerous modern, multi-story buildings with various architectural styles line the waterfront, with some construction cranes visible above them, suggesting ongoing development. As the camera dollies to the right, a paved promenade along the water comes into view, revealing several pedestrians strolling casually. A black Audi A8 sedan drives from left to right across the foreground, with a large, dark pickup truck following behind it. The fountain continues to spray water, and the city skyline remains visible throughout the shot.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_086_sdr_1.mp4,133
"The video shows a low-angle shot of a rocky cliffside, with the camera panning upwards from the bottom of the cliff to the top. Initially, the dark, rugged cliff face dominates the right side of the frame, contrasting with the bright blue sky on the left. As the camera slowly pans up and slightly to the left, the details of the rock formations become more visible. Eventually, a lone figure, appearing small against the vast sky and cliff, comes into view at the very top of the cliff, standing silhouetted against the bright background. The landscape below the cliff, featuring distant trees and some pink clouds, is subtly visible on the lower-left side of the frame throughout the pan.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_108_sdr_1.mp4,84
"The video starts with a close-up, over-the-shoulder shot of a woman with dark hair in a red top, clapping. As the camera dollies back, it reveals a large group of people gathered in a grassy park by a body of water. Some individuals are seen walking around, while others are sitting on blankets or chairs, enjoying a sunny day. Many people are holding balloons or have balloons scattered around them on the grass. In the background, a large bridge and city skyline are visible across the water. The camera continues to dolly back, widening the shot to encompass more of the park and the attendees, with the water and distant city remaining in the background.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_118_sdr_5.mp4,214
"The video opens with a close-up shot of a man lying on the ground, his face partially obscured by a hand. He is wearing a dark jacket. The camera then cuts to a slightly wider shot, revealing the man's full face. He has short blonde hair and his mouth is covered with grey duct tape, indicating he is gagged. There is a small amount of blood visible around his nose and mouth. The man's eyes are open and he appears to be looking directly at the camera. The background consists of a dark, textured surface, possibly concrete, with parallel shadows cast across it, resembling bars or grates. The lighting is dim, emphasizing the shadows. The man remains still throughout the shot.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_100_sdr_0.mp4,92
"The video shows a close-up of a man with brown hair and light stubble, wearing a light-colored shirt. He is looking slightly to his left with a serious expression. The background is a blurry light brown wall with horizontal lines, suggesting wood paneling. The camera remains static throughout the shot, focusing on the man's face and upper chest.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_038_sdr_3.mp4,77
"The video starts with an over-the-shoulder medium shot of a man in a light blue shirt, with another person's dark hair in the foreground on the left side of the frame. The man's hands are busy, appearing to tie or untie a white cloth around the head of the person in front of him. His expression is serious as he focuses on his task. He has brown, wavy hair and his gaze is directed downwards towards the cloth. The background is blurred, showing a light brown or beige wall. The camera remains static throughout the shot, capturing the man's actions and his focused expression as he continues to manipulate the cloth.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_038_sdr_0.mp4,67
"The video opens with a medium shot of three men inside a rustic-looking building, likely a shed or cabin, with wooden walls and windows. Two men are seated, one bald and one with a beanie, looking at a laptop computer. A third man, Tom Cruise, is standing to the left, facing forward with his hands in his pockets, observing the scene. The room appears somewhat cluttered with what looks like stacked containers or equipment near the windows. The windows offer a view of a rural landscape under a clear blue sky, revealing distant hills or mountains and a fenced area with numerous sheep or cattle. Tom Cruise then turns his back to the camera, walking towards the window on the left. The other two men remain seated, seemingly engrossed in the laptop. The shot type remains consistent throughout the video, capturing the interaction of the characters and the setting.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_038_sdr_6.mp4,153
"The video starts with a close-up shot of Ethan Hunt (Tom Cruise) from the movie Mission: Impossible II, showing his face in clear detail. He has a scar on his left cheek and is looking slightly upwards and to the right, his eyes focused on someone off-screen. His expression is serious, and his mouth is slightly open as if he is about to speak or has just spoken. The camera is positioned over the shoulder of another person, whose back of the head and right shoulder are visible in the foreground on the right side of the frame, indicating an over-the-shoulder shot. The background is a light, neutral color, possibly a wall, with some faint, vertical lines visible on the far left. The lighting is soft and even, highlighting Hunt's features without harsh shadows. There are no significant movements or changes in the scene during this brief clip.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_116_sdr_7.mp4,68
"The video shows a medium shot of a man, possibly Tom Cruise as Ethan Hunt from Mission Impossible 2, running towards the camera on a dirt cliff overlooking a body of water with a distant landmass and bridge. He is wearing a black shirt, black pants, a black trench coat, and dark sunglasses. His hair is blowing in the wind. He pulls a pistol from inside his coat with both hands and quickly tucks it back in, continuing to run. There is a person lying on the ground behind a dirt mound to the right of the frame.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_101_sdr_1.mp4,52
"The video starts with a close-up shot of a person on a red motorcycle, seen from behind, riding on a dirt path. The motorcycle's rear tire is kicking up a significant amount of dirt and debris as it moves. The license plate ""DG61"" is visible on the back of the motorcycle. The rider is wearing black attire. In the background, a body of water is visible under a grey sky. As the video progresses, the motorcycle appears to lose control, skidding sideways. The rider is then seen falling off the motorcycle, landing on their hands and knees on the ground beside the fallen vehicle. The camera maintains a low-angle perspective throughout the sequence, capturing the action close to the ground. The visual style is realistic, depicting a dynamic event.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_101_sdr_0.mp4,53
"The video starts with a close-up shot of a man's face from a Point-of-View perspective, with a blurred object held by him in the foreground, pointing towards the camera. The man, with dark hair and bright eyes, looks directly at the camera with a slight smirk. The background appears to be a light-colored, textured wall. The shot remains static throughout the video, focusing on the man's face and the blurred object.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_099_sdr_3.mp4,57
"The video starts with a close-up shot of a woman with dark hair, looking down and then slowly lifting her gaze. Her face is in the foreground, slightly angled to the left, and her dark hair frames her face. The background is blurred, showing a hint of another person. As the camera slowly zooms out and pans down, the woman's face and upper body are visible, and her eyes close briefly before opening again. The shot transitions to a medium shot, revealing a man sitting to the right of the frame, wearing a light blue shirt over a gray t-shirt. He looks directly ahead with a slightly serious expression. The background is a plain light brown wall with a dark bowl visible on a shelf in the upper left corner.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_040_sdr_11.mp4,215
"The video starts with a close-up, over-the-shoulder shot of Tom Cruise, facing right, with a blurred older man partially visible on the left. Tom Cruise has dark hair and is wearing a dark turtleneck. His eyes are green, and he has a serious expression as he looks towards the older man. The background is a patterned, light-colored fabric, likely part of a chair or sofa. As the video progresses, Tom Cruise's gaze remains fixed, and his expression subtly changes, showing a slight tightening of his lips. The camera slightly zooms in, maintaining the close-up shot of his face. The older man remains partially visible on the left, but his face is out of focus. The shot focuses primarily on Tom Cruise's facial expressions and reactions.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_002_sdr_8.mp4,121
"The video starts with a close-up shot of a person's hand reaching down and touching a red velvet dress laid out on a white bed. Then, the camera shifts to an eye-level, medium shot of a man's arm pulling a woman's arm, implying they are getting up and leaving the bed. The camera then cuts to a close-up shot of a woman with dark hair and a bare shoulder looking away from the camera. The woman then looks down and to the left, as if listening intently to someone talking off-screen. Her lips are slightly parted, as if about to speak. The background is a blurry room with framed pictures on the wall.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_041_sdr_2.mp4,214
"The video starts with a high-angle shot showing a man lying on his back in a hospital bed, enclosed within a clear plastic tent. He is wearing a white undershirt, with medical sensors on his chest and tubes attached to his arm. His hands are strapped down, and a white strap secures him across his midsection. He appears to be sleeping, with his eyes closed and his mouth slightly ajar. The camera then smoothly dollies forward and down, positioning itself at eye-level with the man. The clear plastic enclosure of the tent becomes more prominent, reflecting light and slightly obscuring the view. The background includes various medical equipment and monitors, some of which display glowing screens. The camera then dollies back, returning to the initial high-angle view, showing the man still lying motionless in the bed, surrounded by the clear plastic tent.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_058_sdr_6.mp4,169
"The video starts with a close-up shot of a white ruffled top and dark blue jeans lying on a bed with white and gray striped bedding. A hand reaches into the frame and picks up a dark red velvet top from the bed. Then, a man's hand reaches in and grabs the woman's arm, pulling her back. The camera pans upwards to show the woman's face. She has long dark hair and brown eyes, and she is looking down with a serious expression. The background behind her is a light brown wall with a dark framed picture hanging on it and what appears to be a light blue painting or window in the distance. The shot is a medium close-up, focusing on the woman's face and upper body.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_041_sdr_1.mp4,215
"The video shows a close-up of a man lying in bed, possibly in a hospital, as implied by the medical equipment visible in the background. The man has a nasal cannula on, and medical wires are attached to his chest. His expression is one of discomfort, and he appears to be speaking. The camera maintains a consistent close-up shot, focusing on the man's face and upper chest.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_061_sdr_4.mp4,202
"The video starts with a close-up shot of a woman with long dark hair, facing the camera. She looks down briefly, then lifts her head and looks off to the right. She touches her neck and then her ear, as if adjusting something. Her gaze shifts to the right, and then she looks down again, her expression serious. The shot remains focused on her face, capturing her subtle movements and expressions. The background is blurred, showing hints of other people and a light-colored surface, possibly a desk or table.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_047_sdr_0.mp4,214
"The video starts with a low-angle shot showing a person on a motorcycle turning right on a dirt road, with trees in the background. The motorcycle, viewed from a low angle, has two headlights. The person on the motorcycle is wearing a black jacket. The video then transitions to a medium shot, with the motorcycle still turning. A black SUV, with a bull bar on the front, emerges from behind the trees in the background. The motorcycle is closer to the camera and appears to be in a race with the SUV. The rider is leaning into the turn, with both hands on the handlebars. The SUV is driving on the road, with its front wheels visible. The SUV is driving from left to right. The background is a forest with tall trees. The visual style is realistic.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_104_sdr_4.mp4,61
"The video starts with a close-up shot of a man with short blonde hair and blue eyes, seen in profile, looking towards the left side of the frame. He is wearing a dark-colored shirt and has his left hand raised to his mouth, with his fingers resting on his chin. The background is a solid, light brown wall. The camera remains static during this shot. Suddenly, the shot changes to a close-up of a different man with short brown hair and green eyes, looking directly at the viewer. He is wearing a dark green, striped shirt. His expression is serious, and his mouth is slightly open as if he is speaking. The background is still the light brown wall. The camera remains static throughout this shot, focusing on his face and upper chest.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_043_sdr_2.mp4,176
"The video starts with a close-up shot of Dr. William Harford, who has curly, gray hair and a gray mustache, wearing a gray suit. He lifts his right hand and then brings a white mask to his face. The scene transitions to a medium close-up shot of Bill, who has messy, dark brown hair and is wearing a white shirt and a gray suit jacket. The mask is being removed from his face, revealing his shocked expression. Bill looks directly at the camera with his eyes wide open, as if in shock. He slowly raises his right hand and touches the left side of his neck with his fingers. He continues to stare at the camera with a serious expression.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_062_sdr_1.mp4,214
"The video starts with a close-up shot of a man with a mustache, dressed in a suit and tie, looking directly at the camera with a stern expression. He is holding a slender, metallic object in his right hand near his face. The background consists of light-colored, vertically striped curtains. The camera then zooms in on the man's face, maintaining the close-up shot as he removes the metallic object. He scratches his neck and then pulls on his face, revealing that his face is a mask. He then pulls off the mask, revealing a younger man with brown hair and a different facial structure, who is Tom Cruise. The shot remains a close-up on Tom Cruise's face as he looks away slightly and then back towards the camera.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_062_sdr_0.mp4,215
"The video opens with a wide shot of a white car, possibly a Ford Falcon, flipping over on a road next to a body of water and hills. The car is airborne and rotating, with flames visible under its front. A person in a black leather jacket is seen on a motorcycle in the foreground, holding a gun and aiming towards the car. The car continues to flip, kicking up dust and debris as it lands on its side, revealing a license plate that reads ""XBW 904"" before it fully lands and bounces. The person on the motorcycle remains stationary, observing the car crash. The scene is set outdoors with a clear blue sky.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_104_sdr_0.mp4,96
"The video starts with a close-up shot of large flames rising vertically on both sides of the frame, with a dark, indistinct background in the center. A white dove then flies from the upper left towards the upper right of the frame, passing through the space between the flames. As the dove flies out of view, a man with a dark beanie and dark clothing emerges from the dark background, stepping forward into the light created by the flames. He looks directly at the camera with a serious expression. The flames continue to burn brightly throughout the scene, providing the primary illumination. The man is positioned centrally, framed by the fiery columns.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_094_sdr_4.mp4,106
"The video opens with a close-up shot of a middle-aged man's face, specifically focusing on his eyes and the bridge of his nose. He has reddish-brown hair and eyebrows. A green nasal cannula is visible beneath his nostrils. The man's eyes are wide open, and he appears to be looking upwards and slightly to the right, his gaze intense. As the video progresses, the camera slowly zooms in, further emphasizing his eyes and the wrinkles on his forehead and around his eyes. His expression remains fixed and alert throughout the shot. The background is out of focus and appears to be a light, solid color.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_059_sdr_3.mp4,57
"The video opens with a close-up shot of a man's face, angled upwards and slightly to the right, showing his right eye and part of his nose and mouth. He has light brown hair and appears to be in a hospital bed, as indicated by the white sheets in the background and a clear nasal cannula with a green connector on his nose. His skin appears sweaty, with droplets visible on his forehead and upper lip. He looks around with a concerned or anxious expression, his eyes darting slightly. The camera remains static throughout the shot, maintaining the close-up on his face as he breathes. The lighting is soft and even, highlighting the details of his face and the medical device.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_059_sdr_0.mp4,96
"The video starts with a medium shot of a man wearing a black turtleneck and a dark blue jumpsuit with a parachute harness. He has short blonde hair and blue eyes. He is looking slightly to his left at another person, whose face is partially visible on the left side of the frame, showing only their chin and mouth. The background consists of a light brown wall with a dark brown curtain on the right. There are some light brown panels on the wall with dark square shapes on them. The man in the jumpsuit is smiling subtly. The shot is stable and appears to be filmed from eye-level.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_005_sdr_3.mp4,47
"The video starts with a low-angle shot of a man wearing a black cap, a dark jacket, and dark pants, standing on a circular concrete wall against a blue sky with some clouds. He appears to be looking to his right. The camera slowly zooms out and pans left, revealing a second person, a woman, with only her head visible over the wall, indicating she is at a lower elevation. As the camera continues to pan and zoom out, the man quickly turns to his left and steps down onto a grassy area. The shot transitions to a medium shot, showing the man fully on the grassy ground, with the ocean visible in the background. The woman runs towards him from the left side of the frame, also on the grassy ground. The man, with a serious expression, is holding a pistol in his right hand. The background is a vast ocean under a cloudy sky.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_088_sdr_5.mp4,63
"The video opens with a medium shot of two men. The man in the foreground has light brown hair and is wearing a dark, possibly black, collared shirt. He is looking slightly upwards and to the left, with a subtle smile on his face. Behind him, another man with darker hair and a darker complexion is visible from the chest up, leaning slightly forward with his head positioned behind the first man's right shoulder. This second man is wearing a dark, checkered kimono-like garment and is looking towards the left side of the frame with a thoughtful expression. The background is simple and light-colored, suggesting an indoor setting with possibly a screen or partition visible on the left side. There are no significant movements or dynamic events in this static shot, which maintains a close-up on the two individuals throughout the brief clip.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_045_sdr_5.mp4,56
"The video opens with a medium close-up shot of a man wearing a checkered robe. He is positioned slightly to the right of the frame, looking towards the left with a slight smile on his face. His hair is brown and styled, and he has a clean-shaven face. The background consists of light brown, wooden-paneled walls, with a hint of a lighter, possibly off-white, structure on the far left. The lighting is soft and even, highlighting the man's features. The camera remains static throughout the shot, focusing entirely on the man's expression and upper body.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_045_sdr_1.mp4,50
"The video starts with a close-up shot of a man's face, positioned slightly to the right of the frame. He has short, dark hair, light-colored eyes, and appears to be in his 30s or 40s. He is wearing a dark, possibly plaid or striped, collared shirt. His expression is serious, and his mouth is slightly open as if he is speaking. The background is a plain, light brown wall, out of focus. The man remains relatively still throughout the clip, with only slight movements of his mouth as he speaks. The lighting is soft and even, highlighting his features.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_045_sdr_0.mp4,85
"The video shows a man with short blonde hair and a black shirt sitting in the foreground. He is looking forward and has his mouth slightly open. Behind him, another man with brown hair and a dark robe is seen from the chest up. The man in the background is leaning over the first man and looking at him with an intense expression. His mouth is open, revealing his teeth. The shot is a medium close-up, focusing on the faces of both men. The background is a light-colored wall with a wooden frame.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_045_sdr_7.mp4,60
"The video starts with a close-up shot of the heads and shoulders of three people, seen from behind, as they watch a horse race. In the background, a large white fountain sprays water into the air, while a white railing separates the spectators from the grassy track. A red circular sign is visible on a white pole. Further back, a red sign with the number ""1"" is visible. As the camera pans right, a group of racehorses, each ridden by a jockey in colorful silks, gallops past from right to left. The jockey on the lead horse wears a yellow and red uniform, while the next jockey wears blue and white. The camera then tracks the horses as they run along the track. A large red sign with the number ""50"" appears briefly on the left. White barriers with the word ""HONDA"" repeated across them are visible in the background. The horses continue to gallop, with the jockey on the lead horse now wearing a green racing suit and the number ""9"" on his saddle cloth. The shot is a dolly shot, following the horses' movement.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_045_sdr_9.mp4,65
"The video shows two jockeys in vibrant racing attire, riding racehorses at what appears to be a track. The jockey on the left is wearing a bright pink top and a matching helmet, paired with white pants and black boots. Their horse is brown and displays the number '6' on its saddlecloth. The jockey on the right is wearing a black top with a white design, a light-colored helmet, white pants, and black boots. Their horse is grey and has the number '13' on its saddlecloth, along with the text ""Schweppes SYDNEY CUP"". Both jockeys are in a forward lean, actively urging their horses onward as they gallop from left to right across the frame. The horses' powerful legs are a blur of motion, indicating high speed. The background is slightly blurred but suggests a crowd of spectators and a green environment, possibly trees or a park area beyond the race track. The shot is a medium close-up, following the horses from a low angle, emphasizing their speed and the jockeys' intense focus.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_045_sdr_10.mp4,65
"The video shows a close-up of a man from the chest up, wearing a light blue pilot's uniform with four gold stripes on the shoulder. He has light brown hair and is wearing a black headset with a microphone and a blue oxygen mask over his nose and mouth. The man is looking down, intensely focused on something out of frame. He is seen adjusting a small knob on the side of his oxygen mask with his right hand. The background is dark and out of focus, suggesting an interior setting, possibly a cockpit. The shot is a medium close-up, and the camera is steady, focusing on the man's actions and facial expression.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_005_sdr_7.mp4,81
"The video starts with a shot of a canyon with a large, dark rock formation on the left side of the frame and a vast desert landscape with multiple rock formations in the background under a clear sky. The camera then pans right, revealing a tall, narrow, brown rock formation standing prominently in the middle of the desert. The camera then zooms in on the rock formation, showing its textured surface and the layered rock formations in the distance, indicating a deep canyon or valley. The shot concludes with a close-up of the rock formation, highlighting its intricate geological details against the expanse of the desert.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_005_sdr_8.mp4,57
"The video opens with a medium shot of a man from the chest up, positioned on the right side of the frame, facing left. He has dark hair, a light complexion, and is wearing a light blue button-down shirt. His gaze is directed downwards and to the left, towards the head of a woman, whose dark hair is visible on the left side of the frame. The background is a soft, light brown, suggesting an indoor setting. The man's facial expression is serious and contemplative as he looks at the woman. As the video progresses, he lifts his head slightly, and a subtle smile begins to form on his lips, indicating a change in his mood. His eyes then shift slightly upwards and to the left, maintaining his focus on the woman's head.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_040_sdr_7.mp4,113
"The video opens with a medium shot of a man on the right side of the frame, facing left towards an unseen individual. He has light brown hair, is wearing a light blue button-down shirt over a gray t-shirt, and is smiling faintly. The background is a plain, light brown wall. The shot then transitions to an over-the-shoulder medium shot from the man's perspective, focusing on a woman with long, dark hair, wearing a dark top. She is looking down and slightly to her right, her expression thoughtful with a subtle hint of a smile. The man is visible in the blurred background behind her right shoulder. The camera slowly zooms in on the woman's face, her gaze remaining directed downwards as the shot tightens to a close-up, revealing the details of her dark hair, light brown eyes, and dark eyeliner.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_040_sdr_10.mp4,215
"The video opens with Ethan Hunt from Mission Impossible driving a convertible car, smiling slightly while looking at something off-screen. He holds a flip phone to his ear with his left hand, the wind gently blowing his hair. The camera then cuts to a close-up of Ethan's face as he lowers the phone from his ear and glances down at it, his expression becoming more serious. The shot transitions back to a slightly wider view, showing Ethan bringing the phone back to his ear, his gaze still fixed on something outside the frame. Throughout the video, the background appears to be an open road or a mountainous landscape, blurred due to the motion of the car. The lighting is bright, suggesting daytime. The shot type is primarily a medium close-up, focusing on Ethan's upper body and face.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_018_sdr_6.mp4,84
"The video starts with a medium shot of a man in a black shirt, positioned on the right side of the frame, facing left. He has light brown hair and appears to be speaking, though his mouth movements are subtle. His left hand is slightly raised, with fingers curved, suggesting a gesture. The background is a textured, light gray wall, filling the left two-thirds of the frame. The man's gaze is directed towards something or someone off-screen to his left. The lighting is even, illuminating the man's face and the wall without harsh shadows. The man remains stationary throughout the clip, his only movement being the subtle hand gesture and slight facial expressions as he continues to look off-screen.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_043_sdr_9.mp4,51
"The video opens with a medium shot of a fair-skinned man in a black button-down shirt and a black tie, looking directly at the camera. He has short, light brown hair and appears to be in an office setting, with a large window showing a cityscape in the background. To the right, a person is seen walking away, their back to the camera, and an armchair is visible. As the video progresses, a light-colored wall or partition slides in from the right, gradually covering the man's face from the right side of the screen until only a small portion of his face is visible on the left.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_043_sdr_8.mp4,70
"The video starts with a close-up shot of a man lying on what appears to be sandy ground. His eyes are closed, and there is blood visible on his forehead and splattered on his face. His hair is dark and slicked back, and his face is covered in sweat or water droplets. He is wearing a dark, possibly denim, jacket that is also covered in dirt or sand. The camera slightly zooms out, revealing more of his left arm and shoulder, still covered in sand. The man's lips are slightly parted, and he appears to be either unconscious or in pain. The lighting suggests an outdoor setting, possibly under bright sunlight, as indicated by the shadows and the texture of the ground. The shot remains focused on his upper body throughout the video.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_115_sdr_5.mp4,85
"The video starts with an over-the-shoulder shot of a person with blonde hair, their back facing the camera, looking down towards a concrete path. In the background, two individuals, a man and a woman, walk along the path next to a body of water with a boat docked nearby. The man, on the left, carries a brown duffel bag over his left shoulder. They walk towards the right side of the frame, passing by a modern building with stone walls and large windows. The shot remains static, observing the two individuals as they move out of frame to the right. The sun casts a bright light on the scene, creating distinct shadows on the path and building.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_039_sdr_2.mp4,58
"The video starts with a medium shot of a man lying on his back on a sandy surface, wearing a dark jacket and jeans. His right arm is raised, and his left arm is resting on his chest. A handgun is visible in mid-air above his head, having just been dropped or thrown. As the video progresses, the man shifts his position, rolling onto his right side and then onto his stomach. He moves his arms to brace himself as he turns over, and the handgun lands on the sand behind him. The man's clothing appears dusty, and there is some sand scattered around him, suggesting a struggle or impact. The shot maintains a consistent eye-level perspective throughout the movement.",/videogen/audio_preprocess/matrix/video/86b8214ca1de26af6977_115_sdr_1.mp4,85
